Wed Sep 9 16:40:49 PDT 2015, cage_G_13, 58, 58, 174, 9.83, 7.46, 0.728383, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00478, 0.072730, 0.873, CPU CSR I/O Proxy, 0.00339, 0.102687, 1.232, Merge SpMV, 0.00429, 0.081182, 0.974, Merge SpMV NUMA, Numa setup ms, 1.66988, 0.00416, 0.083655, 1.004, POSKI Tuned SpMV, poski tune ms, 75.71006, 0.06943, 0.005012, 0.060,
Wed Sep 9 16:40:54 PDT 2015, cage_G_14, 58, 58, 174, 20.70, 14.38, -0.133409, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00473, 0.073551, 0.883, CPU CSR I/O Proxy, 0.00325, 0.107034, 1.284, Merge SpMV, 0.00429, 0.081203, 0.974, Merge SpMV NUMA, Numa setup ms, 1.50299, 0.00416, 0.083707, 1.004, POSKI Tuned SpMV, poski tune ms, 34.49678, 0.06921, 0.005028, 0.060,
Wed Sep 9 16:41:00 PDT 2015, cage_G_15, 58, 58, 174, 21.02, 14.61, -0.169379, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00473, 0.073499, 0.882, CPU CSR I/O Proxy, 0.00329, 0.105643, 1.268, Merge SpMV, 0.00448, 0.077684, 0.932, Merge SpMV NUMA, Numa setup ms, 1.44219, 0.00424, 0.082115, 0.985, POSKI Tuned SpMV, poski tune ms, 71.15483, 0.08216, 0.004236, 0.051,
Wed Sep 9 16:41:06 PDT 2015, cage_G_16, 58, 58, 174, 17.34, 13.30, 0.147785, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00477, 0.073018, 0.876, CPU CSR I/O Proxy, 0.00360, 0.096566, 1.159, Merge SpMV, 0.00438, 0.079457, 0.953, Merge SpMV NUMA, Numa setup ms, 1.64104, 0.00410, 0.084856, 1.018, POSKI Tuned SpMV, poski tune ms, 72.88098, 0.07041, 0.004943, 0.059,
Wed Sep 9 16:41:11 PDT 2015, cage_G_17, 58, 58, 174, 16.06, 12.98, 0.239247, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00461, 0.075429, 0.905, CPU CSR I/O Proxy, 0.00330, 0.105590, 1.267, Merge SpMV, 0.00431, 0.080683, 0.968, Merge SpMV NUMA, Numa setup ms, 1.65915, 0.00414, 0.084038, 1.008, POSKI Tuned SpMV, poski tune ms, 33.87618, 0.07007, 0.004967, 0.060,
Wed Sep 9 16:41:17 PDT 2015, cage_G_18, 58, 58, 174, 15.00, 11.63, 0.357409, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00472, 0.073747, 0.885, CPU CSR I/O Proxy, 0.00375, 0.092912, 1.115, Merge SpMV, 0.00431, 0.080800, 0.970, Merge SpMV NUMA, Numa setup ms, 1.40500, 0.00411, 0.084764, 1.017, POSKI Tuned SpMV, poski tune ms, 66.84804, 0.07040, 0.004943, 0.059,
Wed Sep 9 16:41:22 PDT 2015, cage_G_19, 58, 58, 174, 16.31, 11.87, 0.273904, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00445, 0.078267, 0.939, CPU CSR I/O Proxy, 0.00367, 0.094742, 1.137, Merge SpMV, 0.00428, 0.081242, 0.975, Merge SpMV NUMA, Numa setup ms, 1.37210, 0.00416, 0.083621, 1.003, POSKI Tuned SpMV, poski tune ms, 40.83801, 0.06869, 0.005067, 0.061,
Wed Sep 9 16:41:27 PDT 2015, cage_G_20, 58, 58, 174, 22.03, 14.55, -0.243779, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00457, 0.076194, 0.914, CPU CSR I/O Proxy, 0.00320, 0.108876, 1.307, Merge SpMV, 0.00428, 0.081306, 0.976, Merge SpMV NUMA, Numa setup ms, 1.45888, 0.00409, 0.084991, 1.020, POSKI Tuned SpMV, poski tune ms, 38.96618, 0.06858, 0.005074, 0.061,
Wed Sep 9 16:41:33 PDT 2015, cage_G_21, 58, 58, 174, 19.34, 14.37, -0.036082, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00479, 0.072696, 0.872, CPU CSR I/O Proxy, 0.00360, 0.096712, 1.161, Merge SpMV, 0.00431, 0.080834, 0.970, Merge SpMV NUMA, Numa setup ms, 1.38807, 0.00411, 0.084590, 1.015, POSKI Tuned SpMV, poski tune ms, 42.06800, 0.07250, 0.004800, 0.058,
Wed Sep 9 16:41:38 PDT 2015, cage_G_22, 58, 58, 174, 18.93, 14.32, -0.005445, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00500, 0.069615, 0.835, CPU CSR I/O Proxy, 0.00325, 0.107020, 1.284, Merge SpMV, 0.00432, 0.080614, 0.967, Merge SpMV NUMA, Numa setup ms, 1.33705, 0.00433, 0.080436, 0.965, POSKI Tuned SpMV, poski tune ms, 64.10789, 0.06910, 0.005036, 0.060,
Wed Sep 9 16:41:44 PDT 2015, cage_G_23, 70, 70, 210, 16.07, 8.91, 0.586726, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00477, 0.088012, 1.056, CPU CSR I/O Proxy, 0.00336, 0.125088, 1.501, Merge SpMV, 0.00435, 0.096610, 1.159, Merge SpMV NUMA, Numa setup ms, 1.42097, 0.00429, 0.097942, 1.175, POSKI Tuned SpMV, poski tune ms, 34.55687, 0.07114, 0.005904, 0.071,
Wed Sep 9 16:41:49 PDT 2015, cage_G_24, 70, 70, 210, 16.10, 8.93, 0.584650, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00465, 0.090303, 1.084, CPU CSR I/O Proxy, 0.00330, 0.127452, 1.529, Merge SpMV, 0.00442, 0.095101, 1.141, Merge SpMV NUMA, Numa setup ms, 1.63007, 0.00425, 0.098805, 1.186, POSKI Tuned SpMV, poski tune ms, 33.89716, 0.07007, 0.005994, 0.072,
Wed Sep 9 16:41:55 PDT 2015, cage_G_25, 70, 70, 210, 16.35, 8.97, 0.573896, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00475, 0.088445, 1.061, CPU CSR I/O Proxy, 0.00331, 0.126784, 1.521, Merge SpMV, 0.00437, 0.096201, 1.154, Merge SpMV NUMA, Numa setup ms, 1.41597, 0.00430, 0.097732, 1.173, POSKI Tuned SpMV, poski tune ms, 71.53392, 0.07034, 0.005971, 0.072,
Wed Sep 9 16:42:00 PDT 2015, cage_G_26, 112, 112, 336, 40.36, 26.83, -0.123546, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00466, 0.144184, 1.730, CPU CSR I/O Proxy, 0.00338, 0.198713, 2.385, Merge SpMV, 0.00431, 0.155752, 1.869, Merge SpMV NUMA, Numa setup ms, 1.79410, 0.00423, 0.159001, 1.908, POSKI Tuned SpMV, poski tune ms, 45.31622, 0.07015, 0.009579, 0.115,
Wed Sep 9 16:42:06 PDT 2015, cage_G_27, 126, 126, 378, 63.00, 19.70, -0.646736, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00487, 0.155276, 1.863, CPU CSR I/O Proxy, 0.00326, 0.232232, 2.787, Merge SpMV, 0.00445, 0.169798, 2.038, Merge SpMV NUMA, Numa setup ms, 2.50411, 0.00421, 0.179370, 2.152, POSKI Tuned SpMV, poski tune ms, 64.01300, 0.06891, 0.010971, 0.132,
Wed Sep 9 16:42:11 PDT 2015, cage_G_28, 272, 272, 816, 38.00, 54.06, 0.645835, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00467, 0.349725, 4.197, CPU CSR I/O Proxy, 0.00328, 0.497370, 5.968, Merge SpMV, 0.00446, 0.365639, 4.388, Merge SpMV NUMA, Numa setup ms, 1.51205, 0.00450, 0.363049, 4.357, POSKI Tuned SpMV, poski tune ms, 47.30201, 0.07097, 0.022996, 0.276,
Wed Sep 9 16:42:17 PDT 2015, cage_G_29, 406, 406, 1218, 81.85, 54.61, 0.647584, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00467, 0.521784, 6.261, CPU CSR I/O Proxy, 0.00332, 0.732918, 8.795, Merge SpMV, 0.00448, 0.544136, 6.530, Merge SpMV NUMA, Numa setup ms, 1.42908, 0.00443, 0.550320, 6.604, POSKI Tuned SpMV, poski tune ms, 76.26820, 0.07103, 0.034296, 0.412,
Wed Sep 9 16:42:22 PDT 2015, cage_G_30, 620, 620, 1860, 117.48, 67.89, 0.712618, 3.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00481, 0.773315, 9.280, CPU CSR I/O Proxy, 0.00320, 1.164239, 13.971, Merge SpMV, 0.00477, 0.779702, 9.356, Merge SpMV NUMA, Numa setup ms, 1.39713, 0.00472, 0.787328, 9.448, POSKI Tuned SpMV, poski tune ms, 54.30889, 0.07141, 0.052092, 0.625,
Wed Sep 9 16:42:28 PDT 2015, cage_G_31, 19, 19, 76, 5.79, 2.93, 0.298246, 4.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00483, 0.031501, 0.362, CPU CSR I/O Proxy, 0.00325, 0.046728, 0.537, Merge SpMV, 0.00409, 0.037163, 0.427, Merge SpMV NUMA, Numa setup ms, 1.75691, 0.00401, 0.037872, 0.436, POSKI Tuned SpMV, poski tune ms, 31.36587, 0.06483, 0.002345, 0.027,
Wed Sep 9 16:42:33 PDT 2015, cage_G_32, 26, 26, 104, 9.31, 4.28, 0.067350, 4.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00491, 0.042368, 0.487, CPU CSR I/O Proxy, 0.00340, 0.061201, 0.704, Merge SpMV, 0.00409, 0.050867, 0.585, Merge SpMV NUMA, Numa setup ms, 2.48814, 0.00407, 0.051121, 0.588, POSKI Tuned SpMV, poski tune ms, 22.31503, 0.06525, 0.003188, 0.037,
Wed Sep 9 16:42:38 PDT 2015, cage_G_33, 76, 76, 304, 16.01, 19.03, 0.357403, 4.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00469, 0.129583, 1.490, CPU CSR I/O Proxy, 0.00331, 0.183712, 2.113, Merge SpMV, 0.00426, 0.142623, 1.640, Merge SpMV NUMA, Numa setup ms, 1.86205, 0.00428, 0.142112, 1.634, POSKI Tuned SpMV, poski tune ms, 37.75501, 0.06824, 0.008909, 0.102,
Wed Sep 9 16:42:43 PDT 2015, cage_G_34, 80, 80, 320, 27.32, 13.22, 0.136099, 4.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00453, 0.141398, 1.626, CPU CSR I/O Proxy, 0.00372, 0.171910, 1.977, Merge SpMV, 0.00437, 0.146338, 1.683, Merge SpMV NUMA, Numa setup ms, 1.42407, 0.00417, 0.153573, 1.766, POSKI Tuned SpMV, poski tune ms, 34.44719, 0.06958, 0.009198, 0.106,
Wed Sep 9 16:42:49 PDT 2015, cage_G_35, 30, 30, 150, 9.32, 5.00, 0.253660, 5.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00491, 0.061107, 0.684, CPU CSR I/O Proxy, 0.00343, 0.087438, 0.979, Merge SpMV, 0.00423, 0.070918, 0.794, Merge SpMV NUMA, Numa setup ms, 1.47891, 0.00409, 0.073359, 0.822, POSKI Tuned SpMV, poski tune ms, 23.48304, 0.06608, 0.004540, 0.051,
Wed Sep 9 16:42:54 PDT 2015, cage_G_36, 42, 42, 210, 16.24, 7.53, -0.090511, 5.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00480, 0.087568, 0.981, CPU CSR I/O Proxy, 0.00326, 0.128767, 1.442, Merge SpMV, 0.00420, 0.100061, 1.121, Merge SpMV NUMA, Numa setup ms, 1.44982, 0.00419, 0.100310, 1.123, POSKI Tuned SpMV, poski tune ms, 41.80217, 0.06820, 0.006158, 0.069,
Wed Sep 9 16:42:59 PDT 2015, cage_G_37, 62, 62, 372, 25.19, 11.61, -0.201565, 6.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00465, 0.159942, 1.759, CPU CSR I/O Proxy, 0.00372, 0.199902, 2.199, Merge SpMV, 0.00429, 0.173250, 1.906, Merge SpMV NUMA, Numa setup ms, 1.52802, 0.00410, 0.181393, 1.995, POSKI Tuned SpMV, poski tune ms, 41.32509, 0.06879, 0.010816, 0.119,
Wed Sep 9 16:43:05 PDT 2015, cage_G_38, 50, 50, 350, 17.56, 10.33, 0.003409, 7.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00464, 0.150830, 1.638, CPU CSR I/O Proxy, 0.00358, 0.195357, 2.121, Merge SpMV, 0.00425, 0.164539, 1.786, Merge SpMV NUMA, Numa setup ms, 1.54281, 0.00402, 0.174291, 1.892, POSKI Tuned SpMV, poski tune ms, 56.72097, 0.06899, 0.010147, 0.110,
Wed Sep 9 16:43:10 PDT 2015, cage_G_39, 94, 94, 752, 26.29, 23.55, 0.153990, 8.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00484, 0.310810, 3.341, CPU CSR I/O Proxy, 0.00329, 0.457782, 4.921, Merge SpMV, 0.00436, 0.345310, 3.712, Merge SpMV NUMA, Numa setup ms, 1.67894, 0.00421, 0.357450, 3.843, POSKI Tuned SpMV, poski tune ms, 73.06504, 0.07458, 0.020165, 0.217,
Wed Sep 9 16:43:16 PDT 2015, cage_G_40, 114, 114, 912, 49.14, 22.23, -0.343108, 8.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00477, 0.382661, 4.114, CPU CSR I/O Proxy, 0.00361, 0.505953, 5.439, Merge SpMV, 0.00443, 0.411695, 4.426, Merge SpMV NUMA, Numa setup ms, 1.79291, 0.00417, 0.437628, 4.705, POSKI Tuned SpMV, poski tune ms, 37.25600, 0.06856, 0.026605, 0.286,
Wed Sep 9 16:43:21 PDT 2015, cage_G_41, 118, 118, 1062, 40.75, 27.40, -0.039192, 9.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00469, 0.453107, 4.833, CPU CSR I/O Proxy, 0.00338, 0.627555, 6.694, Merge SpMV, 0.00441, 0.481454, 5.136, Merge SpMV NUMA, Numa setup ms, 1.49918, 0.00437, 0.485950, 5.183, POSKI Tuned SpMV, poski tune ms, 72.03388, 0.07543, 0.028157, 0.300,
Wed Sep 9 16:43:27 PDT 2015, cage_G_42, 146, 146, 1314, 64.12, 28.76, -0.390226, 9.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00468, 0.561572, 5.990, CPU CSR I/O Proxy, 0.00329, 0.799085, 8.524, Merge SpMV, 0.00436, 0.603082, 6.433, Merge SpMV NUMA, Numa setup ms, 1.44482, 0.00425, 0.618351, 6.596, POSKI Tuned SpMV, poski tune ms, 48.15197, 0.06708, 0.039179, 0.418,
Wed Sep 9 16:43:32 PDT 2015, cage_G_43, 182, 182, 1820, 81.11, 36.11, -0.427899, 10.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00476, 0.765346, 8.113, CPU CSR I/O Proxy, 0.00371, 0.980345, 10.392, Merge SpMV, 0.00452, 0.804640, 8.529, Merge SpMV NUMA, Numa setup ms, 1.84917, 0.00436, 0.834544, 8.846, POSKI Tuned SpMV, poski tune ms, 66.73694, 0.07482, 0.048651, 0.516,
Wed Sep 9 16:43:38 PDT 2015, cage_G_44, 266, 266, 3192, 121.09, 53.26, -0.483963, 12.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00508, 1.257510, 13.204, CPU CSR I/O Proxy, 0.00347, 1.839814, 19.318, Merge SpMV, 0.00461, 1.384408, 14.536, Merge SpMV NUMA, Numa setup ms, 1.50514, 0.00443, 1.440303, 15.123, POSKI Tuned SpMV, poski tune ms, 40.04097, 0.06947, 0.091899, 0.965,
Wed Sep 9 16:43:44 PDT 2015, cage_G_45, 366, 366, 5124, 169.08, 73.68, -0.523570, 14.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.00494, 2.073377, 21.622, CPU CSR I/O Proxy, 0.00374, 2.736931, 28.542, Merge SpMV, 0.00476, 2.153863, 22.462, Merge SpMV NUMA, Numa setup ms, 1.58405, 0.00456, 2.248719, 23.451, POSKI Tuned SpMV, poski tune ms, 79.43010, 0.07606, 0.134733, 1.405,
Wed Sep 9 16:43:49 PDT 2015, caidaRouterLevel, 192244, 192244, 1218132, 43785.43, 40775.76, 0.254759, 6.33639, 14.13997, 2.23155, 18.91552, MKL SpMV, 0.40459, 6.021611, 65.918, CPU CSR I/O Proxy, 0.11594, 21.013541, 230.033, Merge SpMV, 0.22512, 10.822257, 118.470, Merge SpMV NUMA, Numa setup ms, 2.59089, 0.22226, 10.961366, 119.993, POSKI Tuned SpMV, poski tune ms, 486.92490, 0.73295, 3.323905, 36.386,
Wed Sep 9 16:44:15 PDT 2015, can_1054, 1054, 1054, 12196, 116.83, 176.07, 0.748135, 11.57116, 5.58717, 0.48285, 1.83889, MKL SpMV, 0.00569, 4.290438, 45.129, CPU CSR I/O Proxy, 0.00362, 6.729266, 70.782, Merge SpMV, 0.00526, 4.637014, 48.775, Merge SpMV NUMA, Numa setup ms, 1.41907, 0.00526, 4.633192, 48.734, POSKI Tuned SpMV, poski tune ms, 62.66785, 0.07664, 0.318280, 3.348,
Wed Sep 9 16:44:21 PDT 2015, can_1072, 1072, 1072, 12444, 119.14, 178.44, 0.748975, 11.60821, 5.64740, 0.48650, 1.82231, MKL SpMV, 0.00549, 4.530954, 47.651, CPU CSR I/O Proxy, 0.00362, 6.867016, 72.220, Merge SpMV, 0.00551, 4.516338, 47.498, Merge SpMV NUMA, Numa setup ms, 1.51300, 0.00539, 4.618861, 48.576, POSKI Tuned SpMV, poski tune ms, 59.75509, 0.07755, 0.320919, 3.375,
Wed Sep 9 16:44:27 PDT 2015, can_144, 144, 144, 1296, 38.41, 37.32, 0.198135, 9.00000, 3.00000, 0.33333, 1.00000, MKL SpMV, 0.00465, 0.557496, 5.947, CPU CSR I/O Proxy, 0.00334, 0.775388, 8.271, Merge SpMV, 0.00441, 0.587699, 6.269, Merge SpMV NUMA, Numa setup ms, 1.42193, 0.00434, 0.597852, 6.377, POSKI Tuned SpMV, poski tune ms, 32.22012, 0.07054, 0.036746, 0.392,
Wed Sep 9 16:44:33 PDT 2015, can_161, 161, 161, 1377, 14.02, 15.61, 0.898510, 8.55280, 1.22043, 0.14269, 0.98449, MKL SpMV, 0.00481, 0.572367, 6.125, CPU CSR I/O Proxy, 0.00359, 0.766538, 8.203, Merge SpMV, 0.00439, 0.626852, 6.708, Merge SpMV NUMA, Numa setup ms, 1.61791, 0.00442, 0.622623, 6.663, POSKI Tuned SpMV, poski tune ms, 32.49598, 0.07271, 0.037877, 0.405,
Wed Sep 9 16:44:38 PDT 2015, can_187, 187, 187, 1491, 20.13, 15.25, 0.873341, 7.97326, 1.42714, 0.17899, -0.68153, MKL SpMV, 0.00473, 0.630895, 6.784, CPU CSR I/O Proxy, 0.00333, 0.895938, 9.634, Merge SpMV, 0.00451, 0.661133, 7.109, Merge SpMV NUMA, Numa setup ms, 1.50800, 0.00453, 0.658232, 7.078, POSKI Tuned SpMV, poski tune ms, 68.91704, 0.07259, 0.041082, 0.442,
Wed Sep 9 16:44:44 PDT 2015, can_229, 229, 229, 1777, 24.38, 27.06, 0.850072, 7.75983, 2.12265, 0.27354, -0.82936, MKL SpMV, 0.00490, 0.724729, 7.808, CPU CSR I/O Proxy, 0.00334, 1.062991, 11.452, Merge SpMV, 0.00466, 0.763421, 8.224, Merge SpMV NUMA, Numa setup ms, 1.67990, 0.00449, 0.792200, 8.535, POSKI Tuned SpMV, poski tune ms, 37.85610, 0.06875, 0.051696, 0.557,
Wed Sep 9 16:44:49 PDT 2015, can_24, 24, 24, 160, 7.34, 5.97, 0.053778, 6.66667, 1.79505, 0.26926, 0.16008, MKL SpMV, 0.00481, 0.066493, 0.725, CPU CSR I/O Proxy, 0.00329, 0.097291, 1.060, Merge SpMV, 0.00410, 0.077969, 0.850, Merge SpMV NUMA, Numa setup ms, 1.41191, 0.00406, 0.078807, 0.859, POSKI Tuned SpMV, poski tune ms, 42.40298, 0.06653, 0.004810, 0.052,
Wed Sep 9 16:44:55 PDT 2015, can_256, 256, 256, 2916, 49.01, 47.70, 0.564148, 11.39062, 7.23299, 0.63500, 5.46655, MKL SpMV, 0.00487, 1.197438, 12.605, CPU CSR I/O Proxy, 0.00336, 1.735259, 18.267, Merge SpMV, 0.00476, 1.224803, 12.893, Merge SpMV NUMA, Numa setup ms, 1.47700, 0.00455, 1.280356, 13.478, POSKI Tuned SpMV, poski tune ms, 71.23994, 0.07111, 0.082008, 0.863,
Wed Sep 9 16:45:00 PDT 2015, can_268, 268, 268, 3082, 36.97, 41.51, 0.738087, 11.50000, 5.75851, 0.50074, 2.01587, MKL SpMV, 0.00480, 1.283012, 13.500, CPU CSR I/O Proxy, 0.00354, 1.742031, 18.329, Merge SpMV, 0.00472, 1.307118, 13.753, Merge SpMV NUMA, Numa setup ms, 1.42002, 0.00486, 1.269389, 13.356, POSKI Tuned SpMV, poski tune ms, 45.81404, 0.07237, 0.085175, 0.896,
Wed Sep 9 16:45:06 PDT 2015, can_292, 292, 292, 2540, 39.15, 64.74, 0.642001, 8.69863, 5.39961, 0.62074, 3.85593, MKL SpMV, 0.00497, 1.021639, 10.921, CPU CSR I/O Proxy, 0.00317, 1.603668, 17.143, Merge SpMV, 0.00446, 1.138099, 12.166, Merge SpMV NUMA, Numa setup ms, 1.38211, 0.00442, 1.150440, 12.298, POSKI Tuned SpMV, poski tune ms, 55.17697, 0.07133, 0.071214, 0.761,
Wed Sep 9 16:45:11 PDT 2015, can_445, 445, 445, 3809, 28.86, 55.57, 0.885627, 8.55955, 1.25749, 0.14691, -1.46710, MKL SpMV, 0.00479, 1.590742, 17.022, CPU CSR I/O Proxy, 0.00337, 2.257201, 24.154, Merge SpMV, 0.00468, 1.627617, 17.417, Merge SpMV NUMA, Numa setup ms, 2.13885, 0.00448, 1.701464, 18.207, POSKI Tuned SpMV, poski tune ms, 41.44096, 0.07447, 0.102291, 1.095,
Wed Sep 9 16:45:17 PDT 2015, can_61, 61, 61, 557, 17.44, 16.01, 0.123069, 9.13115, 3.87288, 0.42414, 2.22037, MKL SpMV, 0.00466, 0.239275, 2.550, CPU CSR I/O Proxy, 0.00370, 0.301453, 3.213, Merge SpMV, 0.00429, 0.259818, 2.769, Merge SpMV NUMA, Numa setup ms, 1.48821, 0.00409, 0.272362, 2.903, POSKI Tuned SpMV, poski tune ms, 38.58208, 0.06899, 0.016147, 0.172,
Wed Sep 9 16:45:22 PDT 2015, can_62, 62, 62, 218, 4.80, 9.24, 0.819975, 3.51613, 1.01190, 0.28779, 0.32967, MKL SpMV, 0.00499, 0.087376, 1.023, CPU CSR I/O Proxy, 0.00333, 0.131017, 1.534, Merge SpMV, 0.00427, 0.102033, 1.194, Merge SpMV NUMA, Numa setup ms, 1.64104, 0.00416, 0.104872, 1.228, POSKI Tuned SpMV, poski tune ms, 45.38918, 0.06674, 0.006533, 0.076,
Wed Sep 9 16:45:28 PDT 2015, can_634, 634, 634, 7228, 89.64, 142.66, 0.581077, 11.40063, 3.84072, 0.33689, 1.27304, MKL SpMV, 0.00515, 2.806978, 29.547, CPU CSR I/O Proxy, 0.00351, 4.115071, 43.316, Merge SpMV, 0.00502, 2.880771, 30.324, Merge SpMV NUMA, Numa setup ms, 1.87898, 0.00506, 2.859277, 30.098, POSKI Tuned SpMV, poski tune ms, 52.81902, 0.07350, 0.196683, 2.070,
Wed Sep 9 16:45:33 PDT 2015, can_715, 715, 715, 6665, 58.78, 105.97, 0.836540, 9.32168, 5.88372, 0.63119, 12.51323, MKL SpMV, 0.00503, 2.649435, 28.200, CPU CSR I/O Proxy, 0.00384, 3.469331, 36.926, Merge SpMV, 0.00510, 2.615840, 27.842, Merge SpMV NUMA, Numa setup ms, 1.72615, 0.00474, 2.811182, 29.921, POSKI Tuned SpMV, poski tune ms, 52.11592, 0.07635, 0.174601, 1.858,
Wed Sep 9 16:45:39 PDT 2015, can_73, 73, 73, 377, 8.36, 9.36, 0.829495, 5.16438, 2.16456, 0.41913, 0.38767, MKL SpMV, 0.00473, 0.159548, 1.781, CPU CSR I/O Proxy, 0.00369, 0.204147, 2.279, Merge SpMV, 0.00455, 0.165720, 1.850, Merge SpMV NUMA, Numa setup ms, 1.57595, 0.00429, 0.175779, 1.962, POSKI Tuned SpMV, poski tune ms, 43.62297, 0.06925, 0.010888, 0.122,
Wed Sep 9 16:45:45 PDT 2015, can_838, 838, 838, 10010, 160.24, 161.49, 0.562362, 11.94511, 6.22332, 0.52099, 1.45921, MKL SpMV, 0.00548, 3.654831, 38.384, CPU CSR I/O Proxy, 0.00364, 5.498216, 57.744, Merge SpMV, 0.00510, 3.927383, 41.247, Merge SpMV NUMA, Numa setup ms, 1.43790, 0.00516, 3.877592, 40.724, POSKI Tuned SpMV, poski tune ms, 43.16711, 0.07574, 0.264319, 2.776,
Wed Sep 9 16:45:51 PDT 2015, can_96, 96, 96, 768, 10.47, 7.77, 0.871456, 8.00000, 1.41421, 0.17678, -0.70711, MKL SpMV, 0.00482, 0.318548, 3.424, CPU CSR I/O Proxy, 0.00334, 0.459671, 4.941, Merge SpMV, 0.00434, 0.353925, 3.805, Merge SpMV NUMA, Numa setup ms, 1.43290, 0.00427, 0.359648, 3.866, POSKI Tuned SpMV, poski tune ms, 40.91215, 0.07039, 0.021822, 0.235,
Wed Sep 9 16:45:56 PDT 2015, cant, 62451, 62451, 4007383, 169.11, 107.17, 0.999938, 64.16844, 14.05626, 0.21905, -0.90855, MKL SpMV, 0.28256, 28.365051, 286.303, CPU CSR I/O Proxy, 0.15629, 51.280017, 517.595, Merge SpMV, 0.16515, 48.528780, 489.825, Merge SpMV NUMA, Numa setup ms, 4.73714, 0.15896, 50.419451, 508.909, POSKI Tuned SpMV, poski tune ms, 150.64502, 0.81959, 9.778998, 98.704,
Wed Sep 9 16:46:05 PDT 2015, car4, 16384, 33052, 63724, 8269.06, 5895.60, 0.314599, 3.88940, 11.41798, 2.93566, 7.10205, MKL SpMV, 0.01888, 6.749057, 77.902, CPU CSR I/O Proxy, 0.00648, 19.681683, 227.179, Merge SpMV, 0.01028, 12.397040, 143.095, Merge SpMV NUMA, Numa setup ms, 1.67489, 0.01028, 12.394142, 143.061, POSKI Tuned SpMV, poski tune ms, 85.11591, 0.10500, 1.213750, 14.010,
Wed Sep 9 16:46:14 PDT 2015, cari, 400, 1200, 152800, 135.77, 100.24, 0.009799, 382.00000, 0.00000, 0.00000, -nan, MKL SpMV, 0.01224, 24.963683, 250.029, CPU CSR I/O Proxy, 0.00777, 39.354866, 394.167, Merge SpMV, 0.00921, 33.189917, 332.420, Merge SpMV NUMA, Numa setup ms, 1.86086, 0.00928, 32.918266, 329.700, POSKI Tuned SpMV, poski tune ms, 92.84496, 0.11949, 2.557640, 25.617,
Wed Sep 9 16:46:23 PDT 2015, case39, 40216, 40216, 1042160, 21888.01, 13151.96, -0.451976, 25.91406, 316.22632, 12.20288, 62.89499, MKL SpMV, 0.29175, 7.144260, 73.097, CPU CSR I/O Proxy, 0.04115, 50.655912, 518.288, Merge SpMV, 0.06636, 31.411301, 321.386, Merge SpMV NUMA, Numa setup ms, 2.36297, 0.06584, 31.658448, 323.915, POSKI Tuned SpMV, poski tune ms, 118.01482, 0.38059, 5.476557, 56.034,
Wed Sep 9 16:46:38 PDT 2015, case39_A_01, 40216, 40216, 1042160, 21888.01, 13151.96, -0.451976, 25.91406, 316.22632, 12.20288, 62.89499, MKL SpMV, 0.29488, 7.068426, 72.321, CPU CSR I/O Proxy, 0.04141, 50.327869, 514.931, Merge SpMV, 0.06622, 31.477865, 322.067, Merge SpMV NUMA, Numa setup ms, 2.22802, 0.06559, 31.776444, 325.122, POSKI Tuned SpMV, poski tune ms, 93.58478, 0.35426, 5.883513, 60.197,
